level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	5	0	0	0	10	52	5	59	-1	
3	1	5	1	0	0	10	52	5	59	-1	
4	1	5	1	1	0	10	52	5	59	-1	
5	1	5	1	1	1	10	52	5	59	95.000000	 
2	1	6	0	0	0	993	159	148	21	-1	
3	1	6	1	0	0	993	159	148	21	-1	
4	1	6	1	1	0	993	159	148	21	-1	
5	1	6	1	1	1	993	163	49	13	96.883461	Video
5	1	6	1	1	2	1051	159	1	21	96.915611	|
5	1	6	1	1	3	1061	163	80	17	96.935867	Shopping
2	1	7	0	0	0	7	154	1213	330	-1	
3	1	7	1	0	0	7	154	1213	330	-1	
4	1	7	1	1	0	7	154	1211	36	-1	
5	1	7	1	1	1	7	154	13	36	95.000000	 
5	1	7	1	1	2	242	154	751	36	95.000000	 
5	1	7	1	1	3	1141	154	77	36	95.000000	 
4	1	7	1	2	0	7	190	1211	40	-1	
5	1	7	1	2	1	7	190	1211	40	95.000000	 
4	1	7	1	3	0	1190	230	17	31	-1	
5	1	7	1	3	1	1190	230	17	31	95.000000	 
4	1	7	1	4	0	826	292	394	40	-1	
5	1	7	1	4	1	826	292	394	40	95.000000	 
4	1	7	1	5	0	826	332	394	152	-1	
5	1	7	1	5	1	826	332	13	27	95.000000	 
5	1	7	1	5	2	969	332	251	152	95.000000	   
2	1	8	0	0	0	831	233	298	5	-1	
3	1	8	1	0	0	831	233	298	5	-1	
4	1	8	1	1	0	831	233	298	5	-1	
5	1	8	1	1	1	831	233	298	5	95.000000	 
2	1	9	0	0	0	830	235	4	42	-1	
3	1	9	1	0	0	830	235	4	42	-1	
4	1	9	1	1	0	830	235	4	42	-1	
5	1	9	1	1	1	830	235	4	42	95.000000	 
2	1	10	0	0	0	934	234	1	44	-1	
3	1	10	1	0	0	934	234	1	44	-1	
4	1	10	1	1	0	934	234	1	44	-1	
5	1	10	1	1	1	934	234	1	44	95.000000	 
2	1	11	0	0	0	10	242	1179	133	-1	
3	1	11	1	0	0	10	242	1205	133	-1	
4	1	11	1	1	0	12	242	1177	31	-1	
5	1	11	1	1	1	12	244	56	29	96.723373	FBI
5	1	11	1	1	2	81	251	177	22	94.435493	uncovers
5	1	11	1	1	3	270	242	128	31	94.435493	hidden
5	1	11	1	1	4	411	244	72	29	96.276093	JFK
5	1	11	1	1	5	494	242	262	31	96.276093	assassination
5	1	11	1	1	6	837	247	41	15	0.000000	ste
5	1	11	1	1	7	885	247	46	15	40.732849	web]
5	1	11	1	1	8	943	250	41	12	91.254303	Enter
5	1	11	1	1	9	990	253	35	12	96.442062	your
5	1	11	1	1	10	1035	250	51	12	91.929245	search
5	1	11	1	1	11	1098	247	26	22	50.745522	[EN
5	1	11	1	1	12	1142	247	47	14	24.705429	SRG
4	1	11	1	2	0	10	292	704	39	-1	
5	1	11	1	2	1	10	292	82	31	96.567734	files
5	1	11	1	2	2	102	293	89	30	96.703835	after
5	1	11	1	2	3	202	294	123	37	96.619759	Trump
5	1	11	1	2	4	336	294	123	29	95.696091	orders
5	1	11	1	2	5	469	293	59	30	95.863922	full
5	1	11	1	2	6	540	292	174	31	96.290070	evidence
4	1	11	1	3	0	12	341	968	34	-1	
5	1	11	1	3	1	12	344	138	29	96.099953	release
5	1	11	1	3	2	839	341	141	34	8.258583	Se
2	1	12	0	0	0	11	383	968	42	-1	
3	1	12	1	0	0	11	383	968	42	-1	
4	1	12	1	1	0	840	383	137	11	-1	
5	1	12	1	1	1	840	383	39	11	96.629852	mafia
5	1	12	1	1	2	884	383	29	11	96.880363	fear
5	1	12	1	1	3	917	384	14	10	96.700783	to
5	1	12	1	1	4	935	383	42	11	96.700783	tread:
4	1	12	1	2	0	11	402	968	23	-1	
5	1	12	1	2	1	11	412	6	6	43.119946	«
5	1	12	1	2	2	31	406	89	15	96.084755	Welcome
5	1	12	1	2	3	124	407	19	14	93.080681	to
5	1	12	1	2	4	149	406	101	15	92.300766	MAGAland
5	1	12	1	2	5	256	406	83	15	96.779694	Podcast:
5	1	12	1	2	6	345	406	62	19	96.985748	Trump
5	1	12	1	2	7	412	410	22	11	96.981979	vs
5	1	12	1	2	8	439	406	63	19	96.981979	Taylor,
5	1	12	1	2	9	509	406	85	15	95.966904	Kendrick
5	1	12	1	2	10	599	410	22	11	95.966904	vs
5	1	12	1	2	11	627	406	65	19	96.473709	MAGA,
5	1	12	1	2	12	698	406	40	19	96.658920	plus
5	1	12	1	2	13	743	406	47	15	96.851952	what
5	1	12	1	2	14	839	402	59	14	35.427330	Ute
5	1	12	1	2	15	902	402	40	11	33.778084	DE
5	1	12	1	2	16	947	405	32	8	16.356979	Ses
2	1	13	0	0	0	31	421	961	33	-1	
3	1	13	1	0	0	31	421	961	33	-1	
4	1	13	1	1	0	161	421	831	16	-1	
5	1	13	1	1	1	161	434	4	3	0.000000	‘
5	1	13	1	1	2	301	434	3	3	28.041191	A
5	1	13	1	1	3	517	434	3	3	0.000000	.
5	1	13	1	1	4	840	421	59	11	93.465271	Britain's
5	1	13	1	1	5	904	421	42	14	96.665565	drugs
5	1	13	1	1	6	950	421	42	14	96.665565	trade,
4	1	13	1	2	0	31	434	957	20	-1	
5	1	13	1	2	1	31	434	46	15	96.766685	does
5	1	13	1	2	2	82	434	31	15	96.531395	the
5	1	13	1	2	3	119	434	90	15	96.858315	President
5	1	13	1	2	4	214	434	46	15	96.693779	have
5	1	13	1	2	5	265	435	70	18	96.434685	against
5	1	13	1	2	6	341	434	77	19	96.386803	Meghan
5	1	13	1	2	7	424	434	76	15	96.555962	Markle?
5	1	13	1	2	8	506	434	56	15	96.825386	Listen
5	1	13	1	2	9	569	434	47	15	95.637321	here.
5	1	13	1	2	10	840	440	23	11	96.263824	but
5	1	13	1	2	11	867	443	16	8	96.263824	as
5	1	13	1	2	12	890	443	22	8	93.932182	our
5	1	13	1	2	13	921	443	31	11	93.932182	gang
5	1	13	1	2	14	957	443	31	11	96.728058	map
2	1	14	0	0	0	840	459	109	14	-1	
3	1	14	1	0	0	840	459	109	14	-1	
4	1	14	1	1	0	840	459	109	14	-1	
5	1	14	1	1	1	840	459	56	14	94.607567	reveals,
5	1	14	1	1	2	901	459	48	11	96.172028	Balkan
2	1	15	0	0	0	11	478	980	30	-1	
3	1	15	1	0	0	11	478	980	30	-1	
4	1	15	1	1	0	840	478	151	14	-1	
5	1	15	1	1	1	840	479	73	13	96.189514	gangsters
5	1	15	1	1	2	918	478	34	11	96.189514	have
5	1	15	1	1	3	957	478	34	11	96.955246	been
4	1	15	1	2	0	11	491	883	17	-1	
5	1	15	1	2	1	11	491	19	17	96.444611	By
5	1	15	1	2	2	37	491	77	13	93.267448	STEPHEN
5	1	15	1	2	3	122	491	18	13	88.202713	M.
5	1	15	1	2	4	147	491	63	13	88.229477	LEPORE
5	1	15	1	2	5	217	491	33	13	93.306053	FOR
5	1	15	1	2	6	257	491	133	13	92.726181	DAILYMAIL.COM
5	1	15	1	2	7	840	497	54	11	61.250469	unabl...
2	1	16	0	0	0	11	509	673	21	-1	
3	1	16	1	0	0	11	509	673	21	-1	
4	1	16	1	1	0	11	509	673	21	-1	
5	1	16	1	1	1	11	513	100	13	96.888275	PUBLISHED:
5	1	16	1	1	2	118	513	43	13	96.619736	18:00
5	1	16	1	1	3	168	513	34	16	96.746521	EST,
5	1	16	1	1	4	208	513	17	13	95.327187	10
5	1	16	1	1	5	232	513	70	17	95.327187	February
5	1	16	1	1	6	309	513	40	13	96.986229	2025
5	1	16	1	1	7	356	509	2	21	96.891716	|
5	1	16	1	1	8	366	513	84	13	96.086670	UPDATED:
5	1	16	1	1	9	457	513	43	13	96.086670	06:18
5	1	16	1	1	10	507	513	34	16	96.896683	EST,
5	1	16	1	1	11	548	513	11	13	91.965309	11
5	1	16	1	1	12	567	513	70	17	96.912064	February
5	1	16	1	1	13	644	513	40	13	96.435944	2025
2	1	17	0	0	0	831	273	298	6	-1	
3	1	17	1	0	0	831	273	298	6	-1	
4	1	17	1	1	0	831	273	298	6	-1	
5	1	17	1	1	1	831	273	298	6	95.000000	 
2	1	18	0	0	0	839	531	151	18	-1	
3	1	18	1	0	0	839	531	151	18	-1	
4	1	18	1	1	0	839	531	151	18	-1	
5	1	18	1	1	1	839	531	6	13	48.478401	>
5	1	18	1	1	2	850	535	57	11	89.582825	Insiders
5	1	18	1	1	3	912	535	44	11	95.034195	reveal
5	1	18	1	1	4	960	535	30	14	96.908096	why
2	1	19	0	0	0	10	553	997	53	-1	
3	1	19	1	0	0	10	553	997	53	-1	
4	1	19	1	1	0	840	554	167	14	-1	
5	1	19	1	1	1	840	554	50	11	96.368546	Donald
5	1	19	1	1	2	895	554	46	14	96.802635	Trump
5	1	19	1	1	3	946	554	25	11	96.403397	has
5	1	19	1	1	4	976	557	31	8	96.403397	zero
4	1	19	1	2	0	10	553	795	50	-1	
5	1	19	1	2	1	10	553	144	50	0.000000	FIESS
5	1	19	1	2	2	170	560	36	36	32.013161	©
5	1	19	1	2	3	280	553	109	50	47.595879	RAG
5	1	19	1	2	4	403	564	40	28	48.341820	=
5	1	19	1	2	5	530	558	58	28	46.000015	791
5	1	19	1	2	6	702	560	103	27	12.129013	et
5	1	19	1	2	7	840	573	141	14	30.707825	Stare:
4	1	19	1	3	0	531	592	471	14	-1	
5	1	19	1	3	1	531	593	45	11	96.060593	shares
5	1	19	1	3	2	694	593	34	11	96.208115	View
5	1	19	1	3	3	733	594	72	10	85.673340	comments
5	1	19	1	3	4	840	592	40	14	96.670166	Harry
5	1	19	1	3	5	884	592	27	11	96.797012	and
5	1	19	1	3	6	916	592	58	14	96.758850	Meghan
5	1	19	1	3	7	979	593	23	10	96.932297	out
2	1	20	0	0	0	840	611	142	33	-1	
3	1	20	1	0	0	840	611	142	33	-1	
4	1	20	1	1	0	840	611	142	11	-1	
5	1	20	1	1	1	840	611	14	11	96.286972	of
5	1	20	1	1	2	858	611	23	11	93.190453	the
5	1	20	1	1	3	886	611	19	11	91.431076	US
5	1	20	1	1	4	910	617	6	1	91.431076	-
5	1	20	1	1	5	920	611	27	11	96.340378	and
5	1	20	1	1	6	952	611	30	11	96.340378	how
4	1	20	1	2	0	840	630	123	14	-1	
5	1	20	1	2	1	840	630	32	14	96.942955	King
5	1	20	1	2	2	877	630	56	11	96.478958	Charles
5	1	20	1	2	3	938	630	25	11	96.864548	has
2	1	21	0	0	0	1018	520	202	154	-1	
3	1	21	1	0	0	1018	520	202	154	-1	
4	1	21	1	1	0	1018	520	202	154	-1	
5	1	21	1	1	1	1018	520	202	154	95.000000	 
2	1	22	0	0	0	11	645	992	76	-1	
3	1	22	1	0	0	11	645	992	76	-1	
4	1	22	1	1	0	11	645	992	19	-1	
5	1	22	1	1	1	11	645	66	15	96.646362	Donald
5	1	22	1	1	2	83	645	77	19	96.174530	Trump's
5	1	22	1	1	3	168	645	37	19	96.499641	plan
5	1	22	1	1	4	211	646	18	14	96.982834	to
5	1	22	1	1	5	236	645	66	15	96.846809	release
5	1	22	1	1	6	307	645	29	15	96.610817	the
5	1	22	1	1	7	343	645	40	15	96.971786	files
5	1	22	1	1	8	388	645	36	15	96.823036	tied
5	1	22	1	1	9	429	646	19	14	96.935844	to
5	1	22	1	1	10	453	645	30	15	96.473160	the
5	1	22	1	1	11	489	645	131	15	96.420334	assassination
5	1	22	1	1	12	626	645	19	15	97.012451	of
5	1	22	1	1	13	650	645	47	15	92.742561	John
5	1	22	1	1	14	703	645	15	15	92.200928	F.
5	1	22	1	1	15	840	649	47	14	96.673683	played
5	1	22	1	1	16	892	652	8	8	95.789444	a
5	1	22	1	1	17	905	649	25	14	95.789444	key
5	1	22	1	1	18	934	649	27	11	96.555000	role
5	1	22	1	1	19	966	649	11	11	96.409714	in
5	1	22	1	1	20	983	649	20	11	84.690781	his
4	1	22	1	2	0	11	668	889	25	-1	
5	1	22	1	2	1	11	674	85	19	96.564995	Kennedy
5	1	22	1	2	2	103	674	31	15	96.917313	has
5	1	22	1	2	3	140	674	68	19	96.993896	already
5	1	22	1	2	4	215	674	92	15	96.544624	unearthed
5	1	22	1	2	5	315	674	57	19	96.544624	nearly
5	1	22	1	2	6	379	674	53	19	96.588196	2,400
5	1	22	1	2	7	439	678	37	11	96.673264	new
5	1	22	1	2	8	483	674	102	15	96.440140	documents
5	1	22	1	2	9	591	674	35	15	96.830032	that
5	1	22	1	2	10	633	674	49	15	96.830032	could
5	1	22	1	2	11	690	674	43	15	95.478691	shed
5	1	22	1	2	12	741	674	38	19	96.981827	light
5	1	22	1	2	13	840	668	60	11	0.000000	decsion
4	1	22	1	3	0	11	702	957	19	-1	
5	1	22	1	3	1	11	706	21	11	95.954849	on
5	1	22	1	3	2	39	702	29	15	95.954849	the
5	1	22	1	3	3	75	703	77	18	96.219986	mystery.
5	1	22	1	3	4	839	703	33	17	18.463211	(0B
5	1	22	1	3	5	878	706	33	14	87.073166	why
5	1	22	1	3	6	915	706	53	11	96.450020	Gordon
2	1	23	0	0	0	11	725	988	74	-1	
3	1	23	1	0	0	11	725	988	74	-1	
4	1	23	1	1	0	840	725	146	14	-1	
5	1	23	1	1	1	840	725	57	14	96.430687	Ramsay
5	1	23	1	1	2	901	725	12	11	96.680351	is
5	1	23	1	1	3	918	725	68	14	60.185055	‘throwing
4	1	23	1	2	0	12	740	987	38	-1	
5	1	23	1	2	1	12	751	14	15	96.306381	In
5	1	23	1	2	2	34	751	31	15	96.590805	late
5	1	23	1	2	3	72	751	77	19	96.498734	January,
5	1	23	1	2	4	157	751	58	19	94.918747	Trump
5	1	23	1	2	5	222	751	64	19	96.653862	signed
5	1	23	1	2	6	292	755	22	11	96.694664	an
5	1	23	1	2	7	320	751	92	15	96.694664	executive
5	1	23	1	2	8	418	751	51	15	96.476135	order
5	1	23	1	2	9	474	751	108	19	96.476135	authorizing
5	1	23	1	2	10	588	751	30	15	96.975220	the
5	1	23	1	2	11	624	751	69	15	96.693153	release
5	1	23	1	2	12	700	751	18	15	96.898201	of
5	1	23	1	2	13	723	751	29	15	96.898201	the
5	1	23	1	2	14	839	740	127	38	0.000000	career
5	1	23	1	2	15	974	744	25	30	0.000000	ated
4	1	23	1	3	0	11	780	984	19	-1	
5	1	23	1	3	1	11	780	89	19	96.601898	remaining
5	1	23	1	3	2	108	780	85	15	96.359604	classified
5	1	23	1	3	3	201	780	69	15	96.529449	records
5	1	23	1	3	4	277	780	52	15	96.675652	about
5	1	23	1	3	5	334	780	29	15	96.747520	the
5	1	23	1	3	6	370	780	43	15	96.022163	1963
5	1	23	1	3	7	420	780	78	19	96.618446	shooting
5	1	23	1	3	8	506	780	14	15	96.845001	in
5	1	23	1	3	9	527	784	34	11	96.958664	one
5	1	23	1	3	10	568	780	18	15	96.977638	of
5	1	23	1	3	11	593	780	24	15	96.921165	his
5	1	23	1	3	12	623	780	36	15	95.789680	first
5	1	23	1	3	13	665	781	38	14	95.789680	acts
5	1	23	1	3	14	710	784	45	15	96.568771	upon
5	1	23	1	3	15	840	782	52	11	64.016792	‘horrid’
5	1	23	1	3	16	898	782	51	11	96.034126	remark
5	1	23	1	3	17	953	782	42	11	96.910553	about
2	1	24	0	0	0	11	791	968	40	-1	
3	1	24	1	0	0	11	791	968	40	-1	
4	1	24	1	1	0	63	791	916	30	-1	
5	1	24	1	1	1	63	791	7	30	0.000000	fi
5	1	24	1	1	2	190	809	3	2	0.000000	-
5	1	24	1	1	3	840	801	36	14	95.414200	Holly
5	1	24	1	1	4	881	801	82	14	96.820755	Willoughby
5	1	24	1	1	5	968	801	11	11	96.883331	is
4	1	24	1	2	0	11	809	891	22	-1	
5	1	24	1	2	1	11	810	82	18	96.279289	returning
5	1	24	1	2	2	99	810	18	14	97.010857	to
5	1	24	1	2	3	123	809	29	15	96.972160	the
5	1	24	1	2	4	158	809	52	15	96.436440	White
5	1	24	1	2	5	218	809	63	15	95.917007	House.
5	1	24	1	2	6	840	820	62	11	35.299873	ree)
2	1	25	0	0	0	1018	693	208	151	-1	
3	1	25	1	0	0	1018	693	208	151	-1	
4	1	25	1	1	0	1018	693	208	151	-1	
5	1	25	1	1	1	1018	693	208	151	95.000000	 
